ID_Cliente,Saldo_Insoluto,Saldo_Vencido,Mora_Temprana,Castigos,Capital_Dispersado,Capital_Liquidado,Duración_Préstamo,Tasa_Interés,Estado_Préstamo
2932,4316.69,237.49,0,178.0494493,20547.54381,15176.61513,35,13.02090556,1
2933,3666.14,394.32,0,164.3094861,22506.47894,21292.38625,47,9.371742075,0
2934,6432.95,299.11,0,235.3371298,95328.50795,13676.65915,36,6.848792033,0
2935,6314.07,413.37,0,209.7614066,29875.78294,17735.48726,30,15.77149814,0
2936,7209.01,167.52,0,159.0807845,22459.14359,17848.0434,42,12.17533516,0
2937,4094.03,396.53,0,309.7923581,17761.99891,11590.44995,50,9.872690299,0
2938,4655.68,372.1,0,248.7799749,18209.08697,18095.73745,38,9.985471765,0
2939,12703.87,490.88,0,200.2002651,19282.34483,12269.18282,46,5.746895172,1
2940,4411.29,432.26,0,320.0555066,16114.47094,16930.78301,37,9.214080225,0
2941,6494.86,309.35,,240.5390072,28447.43685,12196.67781,33,8.511712122,1
2942,4300.26,1696.02,0,199.4049515,20619.79203,16264.77134,44,10.19548618,1
2943,5960.72,,0,314.0718823,14147.497,77907.53616,39,13.25536286,0
2944,4714.25,427.52,0,1164.746183,22026.01032,15503.7217,48,10.88022642,0
2945,5486.09,181.41,0,230.7622631,135976.0746,16223.82535,55,14.06060984,0
2946,,383.21,0,,25304.08187,12612.05106,35,7.207650975,0
2947,5127.81,1910.3,0,202.4706743,16200.94757,9751.42933,44,6.9155956,1
2948,513.3,202.58,1,179.4653502,14454.64352,15367.22909,49,12.48409585,0
2949,4719.66,498.34,0,271.9867873,27136.61143,19962.5698,41,10.20807289,0
2950,2554.29,323.15,0,119.5292928,11878.44821,17624.59771,42,10.93461548,0
2951,6808.99,365.39,1,268.2935217,21854.5878,17012.61458,38,,1
2952,6166.11,147.29,0,156.1328736,17157.37352,12701.00875,39,10.39033905,1
2953,5700.01,511.77,1,197.1039398,26568.21523,15839.21046,42,11.37583549,1
2954,7281.51,177.54,0,185.2391806,14726.32886,,29,10.50557427,0
2955,3576.63,402.49,0,173.9923757,16017.6553,65469.27274,16,8.857348796,1
2956,7621.04,200.52,0,,23085.14248,16606.94372,35,14.66039817,0
2957,6398.29,238.1,0,199.7405393,23977.57932,6825.015005,34,10.18867332,0
2958,4645.17,378.88,0,166.615062,26797.984,22782.92898,55,9.601063267,0
2959,6703.43,402.76,0,207.6997765,22364.63568,8996.233692,40,9.309029609,0
2960,3340.56,172.87,0,165.1956637,108737.1152,23499.21889,43,10.68176671,0
2961,3763.23,409.05,0,173.111225,25245.5807,11224.9377,31,9.514860368,0
2962,4087.12,404.5,0,125.1368455,13146.95361,11180.48399,29,5.941732566,0
2963,4206.53,206.2,0,177.4845503,15601.74301,13210.79954,26,9.491719133,0
2964,3415.16,459.86,0,224.7102263,13566.01725,13022.59589,21,7.833580896,0
2965,6834.62,154.31,0,201.8562459,6571.55896,12277.44906,45,10.53499505,0
2966,4611.72,237.52,0,290.7531834,,13332.43667,40,9.939862821,0
2967,5528.76,347.9,0,330.6408737,27148.42558,15412.71814,54,8.672399311,0
2968,4144.47,214.64,0,176.7890802,22779.97482,10961.6089,43,11.88209864,0
2969,2269.1,326.38,0,158.3341121,21900.3707,18783.21254,39,9.858838228,0
2970,5405.09,324.11,1,256.4908273,20424.81219,21354.98296,12,9.246192753,1
2971,2131.62,281.29,0,216.7604121,20275.71923,6248.82045,37,9.275787963,0
2972,4897.05,383.24,0,256.7937139,28476.11716,23349.2448,36,9.231065841,0
2973,2947.53,277.16,0,219.9415366,27745.92483,18476.42914,11,55.06856642,0
2974,7980.91,323.15,1,951.4105383,17074.84712,16159.02302,39,8.441161652,0
2975,6367.04,2073.24,0,190.5657476,25544.01171,12415.95813,26,50.70295289,0
2976,5158.63,379.07,0,221.6388389,26147.13735,15749.77307,129,8.991913576,0
2977,6895.56,1893.01,1,189.4443052,23251.96665,19038.53857,39,8.713899825,0
2978,18652.63,185.08,0,260.9750622,21937.90356,26744.61123,29,10.94521473,0
2979,5815.22,352.48,0,,21766.36477,24863.70115,48,8.129887717,0
2980,5299.72,212.15,0,260.7071818,12589.92819,8121.212061,35,11.04159674,1
2981,5396.03,171.86,0,106.3299626,12146.58327,70324.02725,41,10.61933336,0
2982,6908.53,292.83,0,207.2551143,23916.45694,15348.85925,43,12.65464328,0
2983,6098.74,1047.85,0,183.4478635,14498.10358,21046.00023,39,6.482079642,0
2984,5433.09,379.06,0,124.1822148,13053.57317,14622.65189,39,12.03808403,1
2985,12588.34,381.45,0,96.99902917,9622.647482,11601.37879,38,9.394944111,1
2986,3559.93,109.74,1,145.1242665,17621.46469,15242.05008,54,6.424700542,0
2987,4815.94,217.17,0,202.2842163,21871.68088,13265.99308,46,8.681966775,0
2988,5140.06,154.02,0,849.4539678,22274.60407,19439.31112,28,11.02379624,1
2989,3304.69,253.74,1,147.9525549,24252.97554,25744.16264,23,9.828156396,0
2990,8617.52,345.52,0,267.6140541,18042.50663,19097.51562,26,12.69559629,0
2991,7274.59,275.77,0,138.3907661,20536.39556,19278.83677,41,9.323323647,1
2992,5903.18,241.02,0,233.9558666,24229.09028,20560.14719,23,9.933108055,0
2993,5108.06,430.02,0,155.5501496,,17045.43314,28,9.630178035,0
2994,4681.69,69.51,0,143.8597033,17075.65447,13205.65507,20,7.95698514,0
2995,3572.12,423.69,0,169.8080687,,13649.01802,47,9.942574285,0
2996,25581.1,245.57,0,230.9958024,10078.84296,19932.01132,44,9.561625196,0
2997,5386.63,292.19,0,131.4267122,20000.61527,16300.21897,47,10.17521123,1
2998,3137.36,247.26,0,214.372763,16907.98995,10579.75414,30,10.11864663,0
2999,5501.26,454.29,0,,27592.88356,20891.04919,15,10.00339696,0
3000,4767.11,176.9,0,160.9616565,15113.87942,11516.48123,26,10.19293408,0
3001,2138.29,301.17,0,220.0320795,20583.39293,9926.781527,20,12.19906114,0
3002,3709.42,352.74,0,,89279.18121,11053.97079,20,8.044571068,0
3003,4379.59,138.9,1,154.4491505,17208.8746,16378.73852,50,8.552247731,0
3004,7831.53,208.01,1,235.9940292,21886.65938,19377.25877,33,12.83366344,0
3005,5834.83,285.18,0,184.3643811,17908.98337,16146.15133,39,12.54132931,1
3006,2996.78,211.33,1,176.2628273,29259.95252,12494.14294,49,10.51798965,0
3007,5729.05,218.44,1,253.5688005,10127.03545,11364.33411,24,14.04828866,0
3008,2679.04,265.01,,157.8238595,23155.85396,18470.04264,37,10.97755795,0
3009,6624.04,364.96,0,142.2943387,19576.0262,14582.81007,19,13.74780327,0
3010,4293.31,265.73,,223.0087898,19748.42077,16534.51965,39,12.9194878,1
3011,4859.55,407.84,,279.7391898,21510.61254,14368.78222,49,13.25507413,0
3012,6988.69,200.22,0,237.4997353,24988.76375,16347.48474,22,7.702952089,0
3013,3069.25,174.81,0,129.649131,21325.36525,16756.11568,46,11.33644763,0
3014,2904.32,492.63,0,169.2333478,25006.64985,25914.18559,39,9.833492719,0
3015,,234.2,0,248.9799121,20232.01015,16811.19528,31,7.323531427,0
3016,6557.57,168.91,0,279.0555109,14829.4515,13256.74734,22,12.67222348,0
3017,2720.98,125.79,0,211.4355663,19554.28044,15790.25714,39,12.38866442,0
3018,751.77,407.51,0,171.0413733,25764.62977,10726.64889,42,9.709458013,1
3019,4323.26,265.87,0,282.300942,17946.59386,10687.07998,32,8.76454092,0
3020,5827.61,274.63,,196.2703207,14585.98197,20623.54584,24,50.58024435,0
3021,6800.39,284.08,0,169.7095713,23097.27245,,45,6.371002927,0
3022,4305.26,401.29,0,,108415.288,20035.53829,50,7.305587486,0
3023,21914.3,282.05,0,140.2490827,16145.63156,7687.877958,47,47.0046164,0
3024,6730.85,534.41,1,341.6790215,18834.71179,10610.12127,55,11.23113716,0
3025,2195.39,1566.88,0,271.0478933,19091.64536,16342.02656,28,9.629259131,0
3026,4417.22,406.18,0,167.1853342,20031.90968,11290.38156,19,8.888363248,0
3027,5285.64,380.52,0,286.5912963,23232.82855,8592.122096,41,8.34430367,1
3028,5673.83,296.36,0,226.6651087,17973.98367,,156,14.87709759,0
3029,4235.29,241.3,0,223.7054001,23491.22147,13554.76273,48,7.852191671,0
3030,25258.31,333.2,0,164.1041485,17332.5537,16858.95897,37,6.344254001,0
3031,1267.51,351.01,0,174.2936411,28331.53707,22718.2155,24,8.848631585,0
3032,4012.63,242.74,0,197.8787983,28439.26893,10263.33274,37,11.03570731,0
3033,5680.26,316.63,1,101.7225503,15717.96838,10495.95627,38,10.21631808,0
3034,3526.56,423.62,0,175.6589928,13872.48969,8470.779152,44,8.498087121,1
3035,5088.48,,0,200.2244816,24891.03907,17579.0155,35,10.38462717,0
3036,5670.31,385.44,0,265.4759453,21289.41735,15561.64453,13,12.21806225,0
3037,4486.18,486.28,0,169.1726227,22758.34104,,77,10.40811636,0
3038,5255.7,237.06,,240.6069056,16726.22401,11261.29769,36,10.30773499,0
3039,3555.9,370.19,1,96.975309,19337.73007,14442.3209,71,51.57196842,0
3040,4690.08,433.85,0,258.3515088,18275.82914,14696.88812,34,8.50837024,0
3041,5915.32,210.37,0,154.9826516,107605.0246,10321.43867,23,,0
3042,5235.46,251.44,0,206.5136485,13771.39993,15797.345,32,12.08374274,0
3043,4120.2,473.79,0,220.317156,19503.32777,8806.843714,49,12.70446077,0
3044,5336.32,202.49,0,210.5089779,13721.10783,,43,10.85936682,0
3045,6071.91,165.89,0,194.6610121,17422.18111,14200.90244,40,10.02938839,0
3046,1925.09,452.8,0,137.9241857,19513.26094,16804.99111,35,13.75346256,0
3047,6738.61,419.68,0,155.5229541,22537.16865,20450.7562,38,10.24066996,0
3048,4495.62,343.21,0,249.8215972,22951.60126,13331.95584,34,9.031760403,0
3049,5638.23,295.43,0,170.1311271,23804.57409,15001.79562,50,8.621808769,0
3050,33979.35,256.15,0,194.8352203,,6086.938536,47,8.392527498,0
3051,2942.49,328.19,0,125.3956871,26320.43198,23872.7439,25,8.993421044,0
3052,3935.84,457.98,0,242.9286681,16776.00274,6627.33174,18,13.85300409,0
3053,4567.18,323.86,0,134.025848,17141.04201,14627.0906,21,8.486601299,0
3054,3824.37,516.7,0,245.7981404,21343.73774,3531.293069,32,13.05352564,0
3055,7602.4,210.21,0,,18314.99273,11284.52956,39,9.589268148,1
3056,,,0,1253.627008,21809.1291,22809.51462,35,12.08391979,0
3057,20833.4,262.69,0,200.5096458,22736.96283,20151.19406,44,7.842746804,0
3058,5306.58,,0,172.0621302,16184.12168,19432.55309,36,9.964347295,0
3059,3196.78,284.69,0,280.0200878,19081.36974,14132.61462,55,6.767806457,0
3060,4406.48,341.73,0,196.5572504,19229.41522,22429.17864,42,10.04428507,0
3061,5476.18,352.42,0,181.9093853,24791.36291,,36,11.57358943,0
3062,4500.71,517.05,1,245.4558964,17674.18566,18104.2948,18,11.93335356,0
3063,4859.92,346.45,0,125.9771444,17456.52267,26911.09176,40,49.95419413,0
3064,21030.01,415.01,0,73.6417198,14891.91023,,42,9.283203966,0
3065,2728.29,306.61,0,257.8989987,15452.43004,14705.43943,27,10.17434512,1
3066,5482.39,467.81,0,158.1848961,13246.97128,17296.92994,22,8.855990114,0
3067,7632.4,539.84,0,243.2311213,16484.68099,21318.60437,49,8.853196196,0
3068,5027.6,353.11,0,,27967.82506,17801.12015,24,9.183647938,1
3069,5337.9,200.73,0,141.8005268,23454.53671,18523.78162,38,10.45575127,1
3070,6039.08,245.12,,1151.820605,26386.73171,20795.70585,36,12.87234947,0
3071,3096,328.19,1,179.4914905,15249.24631,26385.62645,41,12.59792492,0
3072,7553.77,345.65,0,,10261.34616,,24,9.362681204,0
3073,5303.49,369.84,0,737.175907,21581.90999,18159.35721,35,8.36934707,0
3074,7447.79,346.02,1,113.3580623,29267.98947,17068.14075,24,,0
3075,3900.45,300.7,0,220.1512441,17573.32137,66321.9398,37,7.041935255,0
3076,7727.09,236.38,0,,20509.08178,12086.77933,42,11.45593766,0
3077,6162.73,340.11,0,198.2638936,12152.32422,22434.24505,37,7.212947709,0
3078,5829.56,485.5,0,190.9138753,20141.03212,10399.91754,54,27.42198299,0
3079,5351.04,401.99,0,152.9221659,19375.06107,8659.283822,33,11.45788413,0
3080,4627.21,1767.35,0,123.8550143,9534.778218,12466.56428,33,11.37095531,0
3081,6800.8,402.96,0,326.6855415,14813.3182,6981.441535,51,7.838169416,0
3082,5210.54,262.89,0,197.5733737,14416.34934,,43,10.60519108,1
3083,,249.17,0,291.1691476,12101.36741,10263.49589,51,7.362867633,0
3084,3324.22,225.22,0,258.2468392,16375.72658,15387.20813,59,9.805250743,1
3085,4721.23,287.47,0,183.9417349,22543.85183,21504.67548,26,10.71779321,0
3086,5465,257.8,0,209.0482319,16834.08771,12348.33841,46,11.38718339,1
3087,24575.59,420.83,0,207.5957891,,18892.95703,29,10.7923747,0
3088,6828.46,252.47,0,292.2100344,18186.20168,18380.68179,55,31.05794728,0
3089,2073.35,219.73,0,241.4916846,21631.09084,5007.878512,22,10.60442302,0
3090,5215.38,494.26,0,159.6363627,22487.39841,12516.35042,47,14.36176024,0
3091,2273.03,1274.31,0,217.5809418,27669.39981,13307.94513,29,10.78550215,0
3092,6139.57,315.35,0,240.2157171,82097.25137,16716.55992,37,7.229711838,0
3093,4858.31,345.13,0,141.2340476,111058.9877,17565.29545,51,8.57972198,1
3094,5629.41,186.33,1,224.7074672,15266.86624,16488.72007,28,8.97678406,1
3095,3704.18,423.55,0,267.2744478,28610.47844,10972.53138,18,5.336770221,1
3096,6919.2,363.71,0,157.1263674,14801.55528,12150.05975,37,10.20124786,0
3097,6562.59,455.84,0,164.0340716,21918.38115,8235.408625,31,9.299186282,1
3098,5875.32,232.08,0,258.0236253,27797.30183,15298.73431,21,9.392867429,0
3099,4805.72,309.91,0,182.2881844,70086.9576,13347.66499,12,9.750960244,1
3100,5869.79,303.94,0,150.8995793,22975.48603,17397.00437,51,8.555825869,1
3101,3939.66,326.39,0,244.1136522,15036.10016,18135.95875,54,11.71004524,0
3102,6283.33,154.54,0,228.8427118,31641.82226,13498.0282,29,10.36791191,0
3103,7474.22,311.08,0,204.7196954,10543.14438,16269.44403,32,8.932436658,0
3104,6605.92,157.35,0,256.2291314,12413.45328,14028.81395,46,10.88995465,1
3105,3905.6,335.83,0,259.7817622,14392.39225,9989.305035,46,10.71098191,0
3106,5542.13,87.14,0,195.8588546,14553.40176,11399.26969,57,8.090020273,1
3107,3060.29,114.84,0,298.7163194,22604.34983,4789.936779,43,9.654101517,0
3108,5858.59,381.85,1,279.1694977,28998.40136,13219.14575,24,9.651160574,1
3109,5675.91,245.32,0,100.7850775,25775.64543,12329.05177,45,8.829535884,0
3110,2195.28,201.21,0,148.4941288,21169.51143,10071.88456,28,7.286543623,0
3111,16286.62,427.08,0,87.23540902,20047.91448,18686.30573,35,8.76747609,0
3112,4575.29,332.76,0,183.7642503,16968.18856,17368.26466,49,12.53268066,1
3113,4548.71,387.21,0,139.4390901,21955.36495,17491.86334,25,8.70196819,0
3114,3185.78,283.38,0,159.2840801,18955.98088,18112.30906,35,11.79797019,0
3115,5583.47,567.96,0,254.5284073,104735.2727,14991.93503,21,9.929390483,0
3116,5377.21,239.55,0,561.2927351,16295.47534,14945.65578,24,10.33534107,1
3117,4708.6,474.45,,206.4867871,13990.85699,18735.93667,29,7.551618524,0
3118,3866.31,293.86,0,206.1838221,20127.34672,18002.72858,56,12.32789614,0
3119,6573.06,134.55,0,195.8805356,20016.84913,19623.37038,36,14.12031904,1
3120,7483.11,348.28,0,206.5389341,17020.33569,14803.76412,68,8.603622059,0
3121,4274.66,331.48,0,88.38591448,16167.44954,10561.29151,47,,0
3122,4081.75,194.87,0,159.5222742,22792.03145,16066.96448,48,7.461513425,0
3123,5736.81,207.78,0,277.1500433,22274.74098,12397.86341,23,9.892385187,0
3124,4462.96,297.53,0,140.1564457,29382.75078,,34,7.655382552,0
3125,4790.9,334.97,0,283.3305407,26904.64913,,22,10.75480023,0
3126,30547.4,52.93,0,129.6588794,14030.78762,15231.48448,32,9.59182288,0
3127,2135.97,405.31,0,123.6479684,19045.87087,13235.87993,31,9.898339148,1
3128,6977.45,250.55,0,152.4110591,13176.15642,19503.04392,35,12.62388757,0
3129,5109.02,166.83,0,1282.270742,10803.82065,19157.55075,46,12.48705125,0
3130,4382.76,1970.53,1,863.4697926,30977.44544,12477.80184,33,,0
3131,4866.15,297.64,0,217.2703494,27401.48252,9472.276768,46,12.21459057,0
3132,4943.64,421.62,0,203.6818461,16850.98042,15807.50425,18,12.3007182,0
3133,2403.2,343.8,0,197.2768909,26216.88069,20336.56138,41,12.21891886,0
3134,7242.41,299.85,0,263.7059046,26958.60156,9321.950343,31,10.29548794,1
3135,5061.99,284.73,0,238.575897,10397.67915,17116.62993,39,10.66118065,0
3136,5664.5,348.27,0,142.8548401,24253.01829,11305.61444,46,9.432703139,0
3137,6427.32,258.65,0,186.2214608,17541.73199,52119.65479,19,14.66803721,0
3138,3468.26,214.74,0,287.171991,21915.47514,19190.33035,54,10.79800899,0
3139,5710.21,360.99,1,215.9780895,35049.31098,17926.53748,34,9.835705479,0
3140,4598.54,285.55,0,124.6077018,27926.81203,14314.69308,37,11.00631238,0
3141,6270.16,303.36,0,128.1480549,19358.93935,18552.74931,37,10.54325066,0
3142,1809.16,408.94,0,244.5072654,27108.36752,18075.83855,52,14.12487088,0
3143,4851.36,288.61,0,235.1218659,10389.44431,8311.884258,37,9.956165851,1
3144,4095.77,301.5,0,153.9317212,22517.86416,15379.22138,39,11.53135638,0
3145,5648.39,240.04,0,237.3815089,22637.38362,21357.62365,37,9.76103554,0
3146,5705.07,343.07,0,279.9696068,23528.46516,,33,6.625006239,0
3147,3938.56,334.98,0,272.892942,87287.83135,3228.997548,165,10.00292676,0
3148,3931.74,390.08,0,280.2139018,21909.86885,10182.07858,39,11.70693473,0
3149,4834,242.09,0,227.7744388,121399.3174,19480.98286,43,10.2719073,1
3150,3655.04,,0,191.117009,8385.190608,12492.75708,39,7.687516237,0
3151,6262.98,379.21,0,,18419.11614,20046.02613,42,13.17053643,0
3152,4446.19,325.22,0,199.1306556,15483.43866,24207.46118,18,,0
3153,639.52,209.38,0,156.1988348,23310.69775,13929.23484,47,8.454039535,0
3154,4437.77,430.66,0,182.0350638,26889.1916,12219.7221,135,7.74989109,0
3155,3442.18,130.15,0,263.7559874,16940.73652,10472.31787,16,7.927411935,0
3156,2553.09,378.43,0,119.5464496,14556.53232,18412.09516,58,10.08999688,0
3157,3143.86,173.48,0,122.9665137,20585.81973,12287.93964,53,11.22191829,0
3158,5164.11,488.58,0,241.5265302,14233.94494,13189.93559,36,44.13059794,0
3159,6992.96,,1,182.4913538,18867.83511,,49,11.12868707,0
3160,5469.78,415.23,0,103.7178488,18340.58888,13053.4597,32,11.53815978,0
3161,4090.24,291.84,0,196.9332922,22900.51373,11819.77716,30,9.342119154,1
3162,5683.86,1316.7,0,189.7939208,21575.97792,6081.075312,37,6.972390687,0
3163,4311.36,,0,178.4457762,20806.98457,11225.96113,28,13.02791544,0
3164,3958.1,363.19,0,234.2853013,28184.25256,18357.85331,33,8.658736936,0
3165,3268.46,209.56,0,133.3402216,21348.64764,21070.48044,27,5.579845289,0
3166,2372.26,218.42,0,200.6492707,17910.81112,14519.98611,2,9.221920013,0
3167,4415.11,1824.8,0,,18524.04794,15151.62824,34,11.1674509,0
3168,5237.08,129.27,0,201.8912614,16178.47625,16286.92108,24,11.46721777,0
3169,4855.06,,1,113.3906921,14906.81856,23831.74875,40,7.726037385,0
3170,4376.05,604.07,0,173.8675556,13053.2879,10455.67329,33,6.302584001,1
3171,3581.38,203.2,0,200.9884596,25671.16223,9320.357892,44,10.61179783,0
3172,5912.37,414.78,,227.0579818,16408.46471,14767.82316,36,11.03383704,0
3173,3024.3,241.4,0,292.3198253,21579.57738,,21,12.23584328,0
3174,6164.04,350.9,0,240.2974194,18500.66883,14849.84697,21,12.00644296,0
3175,3496.67,365.44,0,223.05776,19853.88002,8859.562141,21,10.29334737,1
3176,3871.35,412.9,0,263.5737396,25769.00559,18981.63352,26,8.162824372,1
3177,2799.82,279.97,0,184.8088777,20883.28214,14378.37957,28,,0
3178,21239.48,498.89,0,1388.482041,15386.62625,17494.6977,47,9.514084821,1
3179,6462.97,241.07,0,255.9636395,17179.43731,21987.56242,38,8.169286831,0
3180,5773.44,323.42,0,177.7061105,24299.73014,8415.205092,14,12.16195195,0
3181,6467.63,324.53,0,1480.988794,22415.89269,7267.381267,25,12.05571835,0
3182,5783.21,187.8,0,222.3467657,24612.0666,17545.04068,36,7.20807068,0
3183,3344.5,271.41,0,,18807.49283,5844.851469,24,9.35664263,0
3184,4503.82,316.15,0,215.1591127,13019.78092,13200.54951,37,14.12435913,0
3185,3829.7,256.79,0,171.903507,22533.23994,12429.16427,26,12.32576533,0
3186,6995.86,544.09,0,161.6231678,21264.09452,16619.33542,34,10.37642631,0
3187,3204.82,216.14,0,182.2128273,21395.04444,12002.51249,29,12.19175229,0
3188,6340.55,417.94,0,171.4352529,65456.40897,17213.84781,37,13.29878879,0
3189,6339.43,385.65,0,263.5694278,16798.91767,10198.54864,53,10.189221,0
3190,7744.43,298.61,0,198.5512878,15308.15875,9410.643662,47,7.286158059,0
3191,4385.47,213.48,0,119.2988664,21996.83322,,23,11.71934285,0
3192,6068.48,223.17,1,210.6502158,22168.97037,15473.76664,66,11.82294584,0
3193,8422.48,248.2,0,206.2756522,19782.56054,16328.43191,50,39.9425827,0
3194,4073.54,607.13,0,176.5696189,124189.618,21658.09442,28,10.52102281,0
3195,2697.44,199.65,0,213.3796011,27453.55828,20762.74489,26,8.41867859,0
3196,10899.92,151.75,0,197.7945283,21765.28186,17032.2774,40,6.710518967,0
3197,6069.07,434.59,0,231.6882684,23355.35515,18642.26953,44,10.44139898,0
3198,2175.27,361.85,0,228.7489469,17292.2498,16179.62569,57,12.904272,0
3199,4441.52,378.6,0,218.2451428,16372.85759,20307.76066,42,10.64247338,1
3200,5655.97,358.88,0,135.0572048,25048.71943,16637.47163,28,10.3537695,1
3201,5277.76,316.7,0,305.9508364,15626.28871,12514.90881,30,7.334737546,1
3202,5638.17,446.07,0,,,11613.9073,44,11.25654989,0
3203,26667.17,238.92,0,193.5645412,28597.35583,20179.41568,37,8.89293484,0
3204,6918.3,310.67,0,145.2783324,23267.40939,14176.11634,54,8.444027502,0
3205,3571.53,374.71,0,219.8169081,19595.33771,23625.58742,29,11.76446,1
3206,3984.51,167.88,0,206.9202862,13298.37869,10030.0199,48,7.568767844,0
3207,3841.01,609.66,0,191.5616958,20816.51396,20631.47945,50,,0
3208,6245.29,302.86,0,275.8886392,25045.48067,13080.81226,73,7.704269486,0
3209,6350.6,314.2,0,255.4247959,19105.20029,16832.69621,32,9.401035427,0
3210,5676.84,425.69,0,183.6442328,25107.46964,9142.211126,33,5.615601353,0
3211,6775.24,391.5,0,240.2067321,21825.12015,,32,11.083215,0
3212,3232.94,303.81,0,278.2340129,21456.70274,21659.93538,38,10.78035819,0
3213,7500.84,313.01,0,255.067252,18416.05869,65129.60313,28,14.35367604,0
3214,7284.86,,0,193.1890707,12719.78085,19434.17043,51,10.48467821,0
3215,6103.43,1221.77,0,120.4849549,17874.44581,12045.99603,48,8.19564673,0
3216,7672.7,351.72,0,216.2323952,17834.72838,19440.27689,33,11.98334279,0
3217,2515.07,344.39,0,233.4305168,22877.20413,13071.19549,27,11.93780137,0
3218,4213.33,422.12,0,161.519155,19923.87687,9552.850038,37,12.61343358,0
3219,3897.04,287.95,0,201.1272634,25415.84011,17909.18201,30,6.078436099,0
3220,,161.27,0,195.8556096,21406.76512,19250.70234,42,8.59786753,0
3221,3424.79,2028.37,0,269.3855318,17478.25088,17881.94358,38,8.184865503,1
3222,6136.24,443.61,0,292.6908088,15925.62112,14348.61186,46,13.05722849,0
3223,7055.8,389.82,0,,16983.12655,7130.143288,54,11.61108312,1
3224,6042.8,283.64,0,195.7222158,20803.84468,10189.7389,40,12.26091303,0
3225,5425.63,404.44,0,257.3858123,18136.03396,11840.95271,43,7.830102605,0
3226,3518.19,642.89,0,232.4394103,14617.80357,13837.82367,37,51.32569133,0
3227,3729.72,311.52,0,196.2550212,25033.57928,20088.5961,43,6.745299129,0
3228,6874.43,168.83,0,304.6195145,20761.55679,14471.85954,30,7.79538309,0
3229,30845.12,241.37,0,163.099078,21373.59747,5520.194673,35,10.24705706,0
3230,4941.47,362.55,0,230.1954488,15886.88118,3340.839916,80,10.4434148,0
3231,4373.14,139.52,0,241.9780323,73960.05653,11873.59865,43,10.78671232,1
3232,1961.29,316.94,1,185.625058,19188.82005,12690.04089,29,8.699431511,1
3233,3393.72,338.03,0,227.9569094,9858.922903,16600.4144,25,10.8507452,0
3234,7867.13,453.51,0,247.2748625,23899.06655,8463.761863,128,10.00922131,0
3235,,431.02,0,212.231721,16479.88313,8777.963829,37,65.70032377,0
3236,5284.22,386.46,0,223.6247782,18661.47628,85205.77486,33,9.146763587,0
3237,,83.73,0,205.2715561,22134.59649,21003.92748,45,6.330909766,1
3238,3117.62,392.11,0,239.8760056,18876.82461,6164.07944,41,11.23354808,0
3239,5277.07,370.55,0,188.5510665,14158.12772,11539.77432,38,10.67169782,0
3240,6406.87,325.59,0,184.4101108,27528.5018,20000.57834,31,8.220304057,0
3241,5018.75,126.98,0,201.0280077,12337.08996,19198.84123,42,9.346998107,0
3242,9302.6,222.32,0,259.1834437,8817.274463,10834.38846,31,10.38785456,0
3243,2497.1,183.32,0,112.6318426,24373.00168,20219.45139,38,9.241201613,0
3244,6588.09,98.5,0,154.5315342,12702.84405,15202.08169,49,7.779102638,0
3245,4740.8,,0,313.7885024,26263.91437,17970.23145,259,9.600582585,0
3246,30789.4,220.22,0,1068.797104,21884.44102,11831.8491,31,11.7686666,0
3247,5661.96,562.53,0,179.6481977,21415.01863,16315.87472,40,9.276763393,0
3248,3900.27,283.12,0,239.7425918,17154.8585,48769.31489,43,10.42352061,1
3249,5343.49,429.38,0,160.74865,15872.99774,12536.94014,39,,0
3250,2213.15,143.09,0,474.302772,18118.72914,13664.04851,45,7.529866085,0
3251,5904.87,246.99,0,217.7399974,15613.91059,15630.57259,45,9.787274379,0
3252,5447.24,309.69,0,163.4608083,26038.34002,25829.38563,58,9.109499658,0
3253,5957.99,209.18,0,205.0694889,16286.25619,26519.36884,62,11.51704552,0
3254,6587.18,257.78,0,216.4700395,22531.7363,13254.42738,34,12.47066721,0
3255,5551.43,278.2,0,207.1058085,25026.03864,21658.19643,56,11.76338997,0
3256,5222.13,276.61,0,114.5502294,15594.0773,10008.81335,41,8.529662869,1
3257,18391.99,485.51,0,201.3140421,21882.95709,16796.74707,34,7.674395405,0
3258,3931.67,337.82,0,222.2300971,15530.60092,11914.56545,43,6.972605227,1
3259,6780.1,347.95,0,129.9970368,19132.37138,12970.66536,33,10.33872818,1
3260,7154.5,353.97,0,124.0413221,17706.82532,134867.0899,35,8.581667956,0
3261,4642.83,361.26,0,146.5487707,16522.79748,13258.57491,23,,0
3262,5069,291.71,0,237.3382369,20788.93186,12075.71014,37,13.92378088,0
3263,,267.93,0,500.4210634,13929.41582,52492.7843,47,10.97243067,1
3264,33795.68,316.68,0,241.4886926,24646.12956,,37,10.67235349,0
3265,5998.13,415.68,0,219.6027874,14592.31149,8601.992574,40,10.5725508,0
3266,7911.83,412.62,0,187.1249025,13664.55722,16002.83096,57,13.23755021,1
3267,3682.52,275.96,0,125.9685169,18738.51732,15921.90375,62,9.665924875,0
3268,4432.99,376.78,0,160.1766228,18137.48823,16519.72764,42,11.23564287,0
3269,5347.17,280.54,0,239.0952026,21777.78603,14948.58203,55,11.80678477,0
3270,5969.73,303.39,0,262.8362601,20424.16213,12446.79229,40,13.71548485,0
