region,division,sucursal,ubicacion,Country,State,City,si_m_12,si_m_11,si_m_10,si_m_09,si_m_08,si_m_07,si_m_06,si_m_05,si_m_04,si_m_03,si_m_02,si_m_1,si_act,si_vnc_m_12,si_vnc_m_11,si_vnc_m_10,si_vnc_m_09,si_vnc_m_08,si_vnc_m_07,si_vnc_m_06,si_vnc_m_05,si_vnc_m_04,si_vnc_m_03,si_vnc_m_02,si_vnc_m_01,si_vnc_act,si_30_89_m_12,si_30_89_m_11,si_30_89_m_10,si_30_89_m_09,si_30_89_m_08,si_30_89_m_07,si_30_89_m_06,si_30_89_m_05,si_30_89_m_04,si_30_89_m_03,si_30_89_m_02,si_30_89_m_01,si_30_89_act,cst_m_23,cst_m_22,cst_m_21,cst_m_20,cst_m_19,cst_m_18,cst_m_17,cst_m_16,cst_m_15,cst_m_14,cst_m_13,cst_m_12,cst_m_11,cst_m_10,cst_m_09,cst_m_08,cst_m_07,cst_m_06,cst_m_05,cst_m_04,cst_m_03,cst_m_02,cst_m_01,cst_act,cd_m_12,cd_m_11,cd_m_10,cd_m_09,cd_m_08,cd_m_07,cd_m_06,cd_m_05,cd_m_04,cd_m_03,cd_m_02,cd_m_01,cd_act,pct_fpd_m_12,pct_fpd_m_11,pct_fpd_m_10,pct_fpd_m_09,pct_fpd_m_08,pct_fpd_m_07,pct_fpd_m_06,pct_fpd_m_05,pct_fpd_m_04,pct_fpd_m_03,pct_fpd_m_02,pct_fpd_m_01,pct_fpd_act,qts_ago_22,qts_sep_22,qts_oct_22,qts_nov_22,qts_dic_22,qts_ene_23,qts_feb_23,qts_mar_23,qts_abr_23,qts_may_23,qts_jun_23,qts_m_12,qts_m_11,qts_m_10,qts_m_09,qts_m_08,qts_m_07,qts_m_06,qts_m_05,qts_m_04,qts_m_03,qts_m_02,qts_m_01,qts_act
Occidente Conexion,Zona Valles Centrales,Hidalgo Valle,"20.09, -98.75",Mexico,Hidalgo,Pachuca de Soto,2199314.1371999998,2614196.2484000004,3018073.6688,3597253.7695999998,4043622.4608,4579217.383199999,4597871.473599999,5244194.8924,5719898.387199998,6137654.950000001,6313900.5479999995,6545743.23,7084489.2456,0.0,41471.5056,79599.59479999999,167179.03959999996,162775.2384,295058.282,234562.93199999997,140277.4364,243282.5864,298401.5636,342865.0596,332263.0224,298951.474,274753.67559999996,123929.8312,112317.63840000001,149445.7684,162970.3576,106375.52,159953.5544,247984.8424,217680.2316,246432.2192,121330.4896,148900.2776,223450.6432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29538.34,0.0,0.0,0.0,40078.32,114745.46,0.0,86182.47,25110.59,80506.31,14110.48,308058.29,379276.02,381997.54000000004,501684.36,441463.12,378462.69,169733.46000000002,703695.8,400337.51,543135.24,318363.04000000004,501198.19999999995,485639.51,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0625,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01,0.0,0.0,660.02,609.58,0.0,253.82,0.0,473.03,1499.2199999999998,169.89,491.2,123.61000000000001,75201.16,927.6300000000001
Occidente Conexion,Zona Valles Centrales,Jardines Irapuato,"20.67, -101.34",Mexico,Guanajuato,Irapuato,26379104.843199946,28077616.35559997,29143215.81359998,29829554.161599994,30206101.06199999,32135385.79399997,31636631.80159997,31834224.86439996,33099867.733999986,34207587.46599998,35371467.62559998,35481891.21839998,36777586.9908,1058119.8776,993762.0252,1169496.9848,1131599.0855999999,1122714.0684,1259628.3247999998,1007619.3735999998,959170.5092,1028455.8343999998,986691.9912,1379629.4688,1356171.2024,1399125.8604,1207011.5760000001,893501.6455999999,841917.6947999999,1019469.6331999999,926596.0631999999,1030134.6376,1138637.12,882887.4268,1072744.1632,1058810.7588,1441229.4091999999,1456028.6644000001,822411.338,177090.03000000003,40174.94,92776.35,25472.809999999998,123388.94999999998,223557.56,15961.12,131070.81999999999,103636.2,82892.34999999999,242223.63999999998,189851.35,70263.84,111873.5,205276.9,177031.89,225761.13,221328.68,409948.70999999996,75271.94,144280.69999999998,52769.83,358138.41,234715.52000000002,1532508.3499999999,2352160.0399999996,1756780.6500000004,1625162.66,1374303.09,1898449.6600000001,1383087.98,1378852.15,2038670.0299999998,2123480.13,1778391.6900000004,1948720.0100000002,1911772.16,0.02631578947368421,0.04411764705882353,0.024691358024691357,0.06608187134502924,0.010869565217391304,0.0927960927960928,0.011363636363636364,0.04411764705882353,0.012658227848101266,0.011235955056179775,0.008547008547008548,0.03529411764705882,0.09651162790697675,2903.33,3783.61,38037.21,49327.63,23790.46,16983.23,2274.4,76669.54,28948.76,50222.02999999999,8095.55,26813.4,35341.36,2979.34,11268.719999999998,26410.910000000003,3515.62,13276.21,2964.2100000000005,7999.24,27656.690000000002,38389.49,24176.75999999999,25766.57
Occidente Conexion,Zona Valles Centrales,Norte Leon,"21.16, -101.69",Mexico,Guanajuato,León de los Aldama,17048404.29639999,17851985.60839999,18260040.07719999,18703936.1212,19097405.69719998,19945131.739599966,19859787.99639996,19882679.127199993,19925568.209200006,20458570.7188,21031073.985999987,20857827.51359999,20914380.660799988,1020185.0171999998,1118243.0776,1168451.644,1050887.3956,1344776.756,1679298.4187999999,1502696.8552,1470892.4220000003,1675776.1227999998,1619149.1835999999,2104846.8148000003,1958616.134,1762152.9752,1097942.1924000003,726757.5704000001,771752.4055999999,1481825.4035999998,1160109.7843999998,1192942.186,1444891.2795999995,1108816.9588,1223058.0776,1301510.7868000001,937827.3432,1732322.9452,1645399.1208000001,208592.31,259852.72,148658.80000000002,296166.65,289254.77,80988.72,292870.75000000006,253548.91999999998,254357.13999999998,274748.98999999993,166013.75000000003,158577.71,148967.04,228680.17,117640.08,63999.97,120444.78,207029.40999999997,326962.27999999997,348533.18999999994,326491.7,51878.67,202299.99,390987.69,992774.45,1339320.83,1270139.86,1085551.9200000002,906933.7399999999,1056818.54,819735.7599999999,847796.81,846838.0800000001,1323853.9699999997,1247391.6700000002,738616.34,952651.4600000001,0.04,0.025,0.05172413793103448,0.0,0.06557377049180328,0.05660377358490566,0.0,0.0392156862745098,0.0392156862745098,0.02857142857142857,0.06172839506172839,0.04225352112676056,0.0847457627118644,7104.91,3621.19,7815.330000000003,68295.25000000001,5494.08,9970.67,22538.860000000004,35437.950000000004,36007.24999999999,35693.14000000001,52893.39000000001,23140.04,60058.810000000005,46993.92999999999,17553.6,2493.17,34458.240000000005,60050.67,34811.86000000001,23311.239999999998,32313.819999999996,110265.24,6931.160000000001,13614.58
Occidente Conexion,Zona Valles Centrales,Plaza Celaya,"20.52, -100.81",Mexico,Guanajuato,Celaya,17864177.92039999,18597170.69199999,18978613.431999974,19703066.072800003,20016456.963999998,20552507.534399994,20470750.191599973,20138498.777599998,20626994.428799987,20787431.363199968,21450935.446799986,21914391.28759997,22096602.6084,1147325.472,1220252.9715999998,1091318.9384,1110621.1108000001,1108395.2060000002,781370.1816,734124.1364,694402.7535999999,857698.4999999999,1049578.4076,1212601.672,1105208.5088000002,1218070.4852,1154225.6872,885518.4667999999,807318.2995999999,899939.7748,1012953.5356000001,1111741.0356,1134201.0572,1128844.846,1092882.1864,1261306.666,1246151.5364,1574900.2792,1868400.1236,169224.86,69231.67,243725.76000000004,134664.18,114532.64000000001,228368.22999999998,176438.33999999997,192744.45,149852.74,309205.31,82835.67,86436.20000000001,134065.51,226051.16,95328.70999999999,115807.95999999999,350064.77,190375.61,207146.53999999998,134595.92,51993.520000000004,77890.62,234413.63,250864.27,798737.8200000001,1168971.11,1060020.9,1074975.2,968055.4099999999,710724.1900000002,1013287.3800000001,475774.20000000007,1050625.54,984525.8500000001,1078193.89,1147131.4400000002,893962.34,0.028169014084507043,0.0,0.02666666666666667,0.016129032258064516,0.03125,0.019230769230769232,0.06382978723404255,0.0,0.023255813953488372,0.03333333333333333,0.014285714285714285,0.0,0.05555555555555555,17878.489999999998,0.9,11168.86,79746.57,9476.65,9620.91,69103.75,43323.99999999999,1170.9599999999998,7888.13,17935.09,19372.15,12794.5,22841.05,31665.0,25606.41,3567.79,55264.59,23118.8,2277.5299999999997,51802.060000000005,31187.239999999998,5403.179999999999,13903.290000000003
Occidente Conexion,Zona Valles del Pacifico,Guzman Valle,"19.7, -103.47",Mexico,Jalisco,Ciudad Guzmán,1235844.4431999999,1686621.5355999998,2244796.7592,2522865.4468,2748917.3191999993,3147810.6711999984,3234373.0067999996,3405626.091600001,3583216.5276,4034762.6283999993,4442412.6856,4534248.144000001,4895147.542399989,153069.3484,152069.3468,152069.3468,171580.7264,171580.7264,70398.0348,100802.9868,162235.39,146594.362,148312.3368,244209.38439999998,190522.662,169693.6916,12787.1296,39764.4512,30156.0004,43997.494,68908.9976,89773.66159999999,76985.8076,57525.9344,164642.3124,141888.3296,102674.3496,70893.1984,171382.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135313.99,0.0,0.0,30253.05,0.0,0.0,102942.35,59668.42,71001.01000000001,418650.07,533457.6,254143.11,222512.99,430331.8,116370.0,158091.38,217105.16,384982.62,331014.06999999995,260213.49,345625.25000000006,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-0.03,0.0,0.0,0.0,0.0,9631.44,0.0,0.0,520.54,0.0,322.43,5173.12,-1483.83,891.88,-3698.46
Occidente Conexion,Zona Valles del Pacifico,IMSS GDL,"20.67, -103.36",Mexico,Jalisco,Guadalajara,15271068.642799981,16476294.24359999,17737640.573999986,18696906.439599987,19227311.48839997,19699771.638799973,20057076.777199995,20331602.018399984,20877531.37519997,21263404.804799996,22044817.195999987,22601335.637599986,24110249.21999999,756380.8559999999,820089.5915999999,850194.3832,1042455.1208,793661.8912000001,844644.0908000001,987193.7476000001,832545.992,698324.3884,724433.7148,587476.1024000001,896550.5660000001,933852.5515999999,517493.002,612206.9332,604364.078,339393.49999999994,699183.358,542746.6060000001,389085.1712,638702.2679999999,761156.608,930150.7999999998,574704.4908,988569.5859999999,1152234.8584,161063.34999999998,327958.96,45466.85,155340.33,65618.66,67778.95,77741.87,239248.76999999996,84494.08,197553.41,68639.0,89198.84000000003,131737.42,129553.26000000001,40715.840000000004,259346.75,219646.75,278665.91,269433.0,198145.41,119032.2,407162.11000000004,101995.18,67434.40000000001,1039078.43,1658246.34,1695016.73,1253261.63,1315465.6199999999,745748.85,1158338.7000000002,1029866.4099999999,1255159.9500000002,1202537.2599999998,1452796.33,1414056.3499999996,1501173.59,0.0,0.015625,0.0,0.015151515151515152,0.0,0.0,0.019230769230769232,0.0,0.02,0.014285714285714285,0.0,0.03225806451612903,0.0,57348.65,18061.899999999998,-719.3500000000001,32184.319999999996,19122.74,28850.530000000002,18170.25,2578.48,7131.7800000000025,107715.39999999998,5541.02,8339.39,8067.6500000000015,15732.580000000002,15153.849999999999,69351.47,6932.650000000001,34637.84,4920.19,1696.04,48156.2,37399.409999999996,44026.18,24431.879999999997
Occidente Conexion,Zona Valles del Pacifico,Las Aguilas,"20.67, -103.41",Mexico,Jalisco,Zapopan,23036006.68959998,24664631.13039999,25833920.52199997,26622268.863999978,26955062.543999992,27633869.995199986,27640700.85559999,27366504.58679999,27900713.518799998,28302011.5908,29187496.954399984,29523267.02519996,29928342.326399967,1659461.0272,1368481.8260000001,1272569.0636,1134086.792,1440729.3292,1566978.4796000002,1560454.6068,1889185.1872,2129369.9376,1977749.3943999999,2196673.7908,2344404.6068,2500019.9016,1263556.6051999999,1419146.726,1626861.1776000003,2159363.7988,1352419.4688,1555678.778,1572571.2568,1136421.1664,1649709.1211999997,1728848.9660000002,1852411.8531999998,2191569.2068,2235497.0195999998,426176.98000000004,251771.27,230787.30000000002,224572.22,200039.19,119049.87,93510.73000000001,185394.48,221951.32,497819.20000000007,168671.28,351780.43999999994,269471.19,96633.98000000001,299554.83,255993.33000000002,243739.15,124000.6,255993.32,98490.3,287179.68000000005,485619.39,383505.00999999995,446885.05,1279230.9399999997,2183951.6699999995,1891286.66,1645418.22,1190856.7699999998,1083297.57,903559.09,859021.7599999999,1356691.78,1382484.84,1906231.3100000003,1720728.4500000002,1448596.64,0.014925373134328358,0.11666666666666667,0.058823529411764705,0.0,0.0449438202247191,0.0,0.05172413793103448,0.02040816326530612,0.02040816326530612,0.1076923076923077,0.08,0.04411764705882353,0.03896103896103896,73830.68000000001,8455.94,46588.15,136534.76,15734.720000000001,33492.95,65932.52,82147.54000000001,5918.139999999999,25148.129999999997,43586.93,19823.559999999998,13119.779999999999,36291.82,66959.91,59447.94,24205.78,73340.31,121469.33,29608.770000000004,21710.6,9717.46,52612.70999999999,38531.86
Occidente Conexion,Zona Valles del Pacifico,Oblatos Plaza,"20.68, -103.3",Mexico,Jalisco,Guadalajara,8419613.6372,8906568.903599987,9635133.187200002,10283757.8576,10713918.81799999,11795240.54,11785664.085199999,12139525.225599993,12302288.731600001,13278074.199599996,13091482.385199992,13007888.152800001,13255484.097599976,583776.4151999999,731609.3515999999,763037.498,783445.8772000002,776890.5420000001,1163466.7168,1124483.6628,1317088.4224,1577899.6299999997,1849875.0388,1974984.4316000002,1983907.7388000002,2035122.7728000004,629930.1852000002,423902.08720000007,630994.3955999999,923975.0788,703100.2111999999,691275.4916000001,1308354.7496000002,1383580.7843999998,1268252.256,1240270.4071999998,1033885.4047999999,747808.3107999999,603823.822,0.0,0.0,88214.11,0.0,0.0,24734.88,0.0,39531.44,28113.75,180926.19,56671.32000000001,43431.83,79392.35,58124.07,112518.98999999999,12546.0,26040.92,357729.27,165367.93,125585.44,56495.07,448906.41000000003,204636.54999999996,156067.34999999998,662509.36,598176.26,853437.14,901911.9700000001,792215.77,961247.55,544541.96,681093.75,503614.81,1066382.28,579197.15,438100.19,535305.99,0.0,0.0,0.07407407407407407,0.022222222222222223,0.03125,0.0,0.02857142857142857,0.0,0.0,0.0,0.06451612903225806,0.03571428571428571,0.047619047619047616,0.0,0.0,0.33,698.54,1124.43,5351.030000000001,249.06,889.52,2168.04,1548.6100000000001,14.63,637.06,26675.179999999997,2079.7599999999998,945.9900000000001,14692.650000000001,729.33,12699.91,102784.70999999999,52745.49,2352.98,32580.809999999998,-2470.3300000000004,4225.62
Occidente Conexion,Zona Valles del Pacifico,Zapopan Plaza,"20.72, -103.4",Mexico,Jalisco,Zapopan,13593050.304,14107831.6248,14223595.751599997,14236460.520399982,14569018.271999987,14384017.607199987,13980813.797199987,14453304.921599995,14583846.298399998,14951385.32159999,15250367.43159999,15262061.287599955,15329385.201599967,949629.6951999998,1195952.9592,1516282.738,1624778.1391999996,1526666.9591999997,966122.1979999999,952414.7575999999,589904.6536000001,410509.58720000007,344531.76240000007,516182.6084,491951.32200000004,742209.7556,1132408.9824,920215.4188,581778.1128,451047.81,752836.4524000001,744067.3391999999,431554.7556,631189.9584,860323.8011999998,821775.9835999999,596342.5948,725253.1868,580657.8116,269798.0,324224.23000000004,145551.63,147857.15,23263.48,138952.22,126040.74000000002,157455.25,197226.98,78118.84000000003,368343.92999999993,226044.55999999997,76144.38,138017.78,132970.90000000002,158439.68999999997,540391.74,209622.14000000004,266234.75,328595.9,70104.76999999999,43500.4,131141.28000000003,86047.29999999999,653381.53,944316.65,622808.0700000001,500569.05000000005,806588.1399999999,490859.58999999997,496023.97,968669.94,757197.32,795487.49,763328.87,588130.0199999999,620395.0100000001,0.0,0.03125,0.021739130434782608,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.05263157894736842,0.02631578947368421,3277.9900000000002,40989.14,6024.360000000002,57814.82,6034.490000000001,30917.94,21061.870000000003,20977.97,102404.03999999998,10431.369999999997,10980.32,62762.48,32143.639999999996,2394.4799999999996,1494.6599999999996,24832.09,70191.15,7974.8,34120.1,30692.5,9769.96,36913.219999999994,41782.490000000005,3728.5
Red Noroeste,Division Sierra del Desierto,Americas Plaza,"28.67, -106.12",Mexico,Chihuahua,Chihuahua,20577498.42799997,21940783.06399999,23441042.638,24608258.02399996,25012902.183599982,26317732.01399997,26579946.70799998,26954777.74799997,28154665.781199977,29553836.0292,30760257.319599964,31885288.449599992,33599459.59159997,1044347.2672,1192690.0428,1352116.0795999998,1523794.4599999997,1370729.9655999998,1224035.7552000002,1239276.2371999996,1288086.9752,1756802.74,1541980.7491999997,1615230.3096,1676049.2707999998,1729364.3148,1412879.9595999997,1089567.3576,1021267.6255999999,945235.3836000001,873094.678,889628.4972,1394490.7324,1324234.0355999996,1334375.1983999996,1579609.5356,1619517.3868000004,1534379.2392000002,1830180.976,169115.03999999998,330599.13,251193.79,159239.03999999998,183367.00999999998,131605.54,158496.13999999998,121563.84999999999,227968.80000000002,376464.18999999994,140041.27000000002,187212.21,145728.8,172294.59,80676.22,230287.64,343893.3,315646.05000000005,188850.90999999997,247406.90999999997,279494.93,284597.15,317939.35000000003,242896.39999999997,1385790.09,1892793.5000000002,2199121.75,1703895.54,1355402.0799999998,1684422.97,1330200.33,1333177.84,1905466.5699999998,2579442.77,2130612.38,2454516.15,2488553.89,0.1044776119402985,0.021505376344086023,0.050505050505050504,0.014925373134328358,0.02247191011235955,0.05405405405405406,0.0,0.024390243902439025,0.06578947368421052,0.0375,0.03389830508474576,0.04,0.07777777777777778,6768.34,1739.0300000000002,605.5799999999998,89595.90999999999,13676.29,1381.95,12362.6,20664.02,46096.57999999999,44001.310000000005,24514.02,7316.070000000001,2681.53,47505.05,20290.8,1189.8500000000001,4221.96,5306.89,20217.060000000005,19345.77,3698.6399999999976,20823.850000000002,9715.189999999999,13865.96
Red Noroeste,Division Sierra del Desierto,Campus Sierra,"28.635, -106.085",Mexico,Chihuahua,Chihuahua,2804271.390399999,3552265.1647999994,4180396.9552000007,4608122.473999999,5092819.95199999,5472982.581599997,5710047.416399999,6100690.104,6515132.637600001,6691140.252799989,7258610.5984,7631329.535600001,8086491.058799999,39272.532,92575.4676,202203.2604,193817.8636,262512.5528,393432.41679999995,509761.99400000006,938157.742,1079935.73,956015.982,960464.7116,950544.0204000002,704333.2720000001,172034.57880000002,184855.6112,168973.9732,499502.424,645234.0404,724907.8879999999,611324.1995999999,470925.0568,225465.92479999998,376410.22000000003,322842.04000000004,364410.7252,511916.95000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26423.68,0.0,66897.9,11092.87,6596.32,26047.92,153193.85,174601.26,132102.08000000002,333603.83999999997,471617.99,686450.0,569571.11,410309.28,443709.77,429098.57,366302.14,359161.95,517791.74,503138.98,770834.76,560242.3900000001,758023.06,0.0,0.06666666666666667,0.09375,0.03571428571428571,0.08333333333333333,0.038461538461538464,0.05263157894736842,0.043478260869565216,0.0,0.0,0.0,0.0625,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1843.6200000000001,0.0,4532.06,0.0,440.55,0.0,2677.28,2119.27,9118.1,2377.4900000000002,2716.66,82835.71,224.89999999999998,23800.99,0.0
Red Noroeste,Division Sierra del Desierto,Colinas Jilotepec,"28.61, -106.14",Mexico,Chihuahua,Chihuahua,4941724.645999999,5591781.73239998,6613059.399199989,7941324.45879998,9072984.8984,9822114.65319999,10693649.31759999,11439602.248399988,12256668.341599999,13301188.216799991,14758819.678799989,15722680.327999992,17779142.25999989,48336.3008,58379.1584,33712.456,114998.95679999999,164734.3688,196866.204,300938.03359999997,344722.37519999995,310690.79360000003,423444.4600000001,424991.85520000005,604614.4095999999,899210.5403999999,145721.08719999998,117611.438,203627.33960000004,236614.86000000002,297149.9608,226035.918,186172.5336,301889.7372,356494.1048,347894.0792,668235.1,700170.3716,450976.00399999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30407.33,0.0,0.0,0.0,0.0,0.0,0.0,12781.18,0.0,12857.91,0.0,89558.48999999999,94333.0,0.0,41498.38,89113.45,44403.59999999999,770983.0,648400.0,864382.25,1290468.0,1126612.45,695250.31,912146.88,986000.33,932146.62,1194594.5,1545692.51,1411942.99,2025222.1099999999,0.03571428571428571,0.05714285714285714,0.0,0.01639344262295082,0.07017543859649122,0.04081632653061224,0.02702702702702703,0.024390243902439025,0.0851063829787234,0.07317073170731707,0.04411764705882353,0.06666666666666667,0.08450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,3609.52,387.73,417.37,195.29,3540.91,375.27,177.24,2529.97,-284.92,4377.02,1086.31,456.89,1178.82,1366.46,7024.280000000001
Red Noroeste,Division Sierra del Desierto,Jardines del Norte,"28.655, -106.09",Mexico,Chihuahua,Chihuahua,15974386.946399977,16557221.631199988,16850975.532400005,17202793.820799988,17157244.6892,17806888.571199957,17939178.448399983,18091323.963999994,18533747.347599983,19131757.27919999,19720762.373199984,19600975.72159999,20090280.50999999,1658325.0396,1645764.0496,1220753.6848000002,1311103.3368000002,1315795.9268,1416634.2451999998,1932943.4736000001,2027160.7704,1997947.4112,2217950.5851999996,2221764.3832,2151294.5591999996,2059283.9904000002,903224.3779999999,943642.8832000002,1085699.2704000003,971270.3575999999,1301242.9812,1377246.97,1261152.7959999999,1163268.1932,1257456.6431999998,1029833.0072,1094992.1971999998,998184.2584,843582.0984,168304.56,101227.83,102834.47,115154.59999999999,47324.36,114036.41,161851.76,182916.75,215838.21999999997,111932.69,323736.07999999996,626411.9400000001,188335.59,443286.42999999993,276186.98,227135.69,218393.41999999998,127672.98999999999,197460.81,244541.54,238526.44,324545.55,471079.88999999996,462855.76,948093.47,1195673.19,1058769.2200000002,993879.24,663794.95,816825.3799999999,938269.63,767732.3,1108472.57,1245538.04,1311884.0300000003,1175724.36,1209567.2200000002,0.07547169811320754,0.038461538461538464,0.08196721311475409,0.028985507246376812,0.031746031746031744,0.04878048780487805,0.03571428571428571,0.02127659574468085,0.0,0.0,0.015151515151515152,0.0,0.05434782608695652,60228.55000000001,7793.85,649.7699999999996,79236.06000000001,29401.16999999999,28487.59,22271.920000000002,61035.990000000005,6366.760000000001,6569.23,70308.2,3758.78,5391.89,8157.730000000001,8018.8,21578.75,727.3299999999999,13112.5,3215.2799999999997,21528.95,4069.4600000000005,56200.59,4711.929999999999,2831.84
Red Noroeste,Division Sierra del Desierto,Juarez Norte,"31.74, -106.48",Mexico,Chihuahua,Juárez,36632453.98319998,37951577.98359998,38966139.17999997,39456225.64279998,39856958.6244,40926903.68559995,41224525.52479996,41896768.65319995,42635529.29519996,43434766.57599999,45023164.88359999,45556591.82599997,47648771.87279994,2866746.9719999996,3067356.9588,3064700.579199999,3132316.0239999993,3069644.7808,2463646.598,2831859.8987999996,2840947.6955999997,3294311.3536,3351067.3192000003,3321149.7424000003,3360302.1856,3728231.8687999994,2515158.5716,2160450.8636,1643639.8448000003,1666971.4036,1775684.6388000005,1785747.8823999998,1850026.546,2435191.2124,2092378.8899999997,2008278.8199999998,1916308.9931999997,2288731.8599999994,1964527.4155999997,165831.16999999998,269510.07,310479.45,186173.69,240312.42,256167.03999999998,140059.41999999998,205989.88,272195.99,394439.7,164937.91000000003,379349.35,289740.2,621666.46,299529.78,362748.04000000004,764578.6,312160.17,314043.22,558345.27,475953.85,633243.53,451626.11,462973.88000000006,1739660.5699999998,2285619.17,2186869.66,1526222.38,1724907.11,1783615.48,1593819.9900000002,1953496.2799999998,2133625.9699999997,2016683.97,2966865.87,2169357.7399999998,2745472.9800000004,0.043478260869565216,0.010638297872340425,0.028169014084507043,0.031007751937984496,0.025210084033613446,0.020833333333333332,0.0,0.02127659574468085,0.03260869565217391,0.020689655172413793,0.04477611940298507,0.027586206896551724,0.078125,936.0799999999999,29512.4,35547.50000000001,72474.34000000001,21195.33,20590.51,4045.81,31855.930000000004,23168.13,57847.91999999999,35197.64,33403.75,25183.680000000004,5631.2300000000005,10914.220000000001,2424.8200000000006,15232.189999999999,25363.05,61937.22,10831.38,6738.59,39355.73000000001,5206.289999999999,14177.92
Red Noroeste,Division Sierra del Desierto,Parral Viejo,"26.93, -105.66",Mexico,Chihuahua,Hidalgo del Parral,9708803.00279999,10233525.692799995,10778678.34559999,11270912.813999979,11556271.795999987,12225845.06439998,12312147.715599984,12565715.445999967,12758154.466799991,13100423.370799966,13510336.084399981,13974236.687199997,14698788.212399988,696310.4912,609422.6612000001,637576.2424000001,555651.0296,709421.5392,772810.4323999999,899617.1928,957174.8588,1026598.9991999998,1124522.5844,959182.2124000001,1274146.5384,1435748.8684,414103.248,428889.00599999994,472480.05520000006,749074.8420000001,635761.3215999999,588476.056,664735.7112,847665.7424,1005002.06,888592.5492,925861.0032000002,957472.4799999999,895342.8272,137427.50999999998,79202.98,114757.85,0.0,34588.32,144654.76,205268.1,64225.08,149771.52000000002,36497.91000000001,321434.59,186894.18,147432.96000000002,98964.39,146001.33000000002,120998.18,104852.48999999999,94326.57,122541.21,126801.41999999998,247038.9,317569.25,64058.51000000001,182524.84000000003,776578.63,827522.49,783304.3500000001,847024.1,646187.58,716982.42,469170.26,629567.3500000001,625267.29,744783.2400000001,858070.5,786608.98,935749.39,0.05,0.02564102564102564,0.04878048780487805,0.07692307692307693,0.0,0.06451612903225806,0.030303030303030304,0.05,0.03571428571428571,0.0,0.01818181818181818,0.0,0.03773584905660377,3575.1600000000008,163.38,3031.310000000001,5481.59,703.78,6023.38,881.2900000000001,1475.5099999999998,4937.200000000003,1603.6000000000006,15155.26,1709.21,20030.059999999998,1127.76,1888.8999999999999,5423.36,2591.15,2342.1499999999996,6052.6900000000005,7166.7699999999995,563.8,7554.290000000001,505.31999999999994,2967.73
Red Noroeste,Division Sierra del Desierto,Patio Grande,"28.58, -106.09",Mexico,Chihuahua,Chihuahua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53295.528000000006,70819.56880000001,374107.0996,768665.0176,1728730.1476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36772.5604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49156.259999999995,15000.0,257307.08000000002,313834.67,761604.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
